Player,Team,Minutes,year
Reggie Jackson,DET,1200.99,2018
Richard Jefferson,DEN,163.37166666666667,2018
Richaun Holmes,PHI,745.9216666666666,2018
Ricky Rubio,UTA,2254.4416666666666,2018
Robert Covington,PHI,2531.365,2018
Robin Lopez,CHI,1689.7766666666666,2018
Rodney Hood,CLE,1615.4716666666666,2018
Rodney McGruder,MIA,299.24,2018
Rodney Purvis,ORL,289.58666666666664,2018
Ron Baker,NYK,384.67333333333335,2018
Rondae Hollis-Jefferson,BKN,1920.5633333333333,2018
Royce O'Neale,UTA,1149.5516666666667,2018
Rudy Gay,SAS,1231.1833333333334,2018
Rudy Gobert,UTA,1816.04,2018
Russell Westbrook,OKC,2913.6566666666668,2018
Ryan Anderson,HOU,1725.3666666666666,2018
Ryan Arcidiacono,CHI,304.12166666666667,2018
Salah Mejri,DAL,728.7566666666667,2018
Sam Dekker,LAC,882.7516666666667,2018
Scotty Hopson,DAL,8.378333333333334,2018
Sean Kilpatrick,CHI,640.055,2018
Semi Ojeleye,BOS,1150.21,2018
Serge Ibaka,TOR,2093.2,2018
Shabazz Muhammad,MIL,417.96666666666664,2018
Shabazz Napier,POR,1535.465,2018
Shane Larkin,BOS,774.7116666666667,2018
Shaquille Harrison,PHX,384.4766666666667,2018
Shaun Livingston,GSW,1129.3166666666666,2018
Shelvin Mack,ORL,1364.735,2018
Sindarius Thornwell,LAC,1155.88,2018
Skal Labissiere,SAC,1240.2516666666668,2018
Solomon Hill,NOP,187.12333333333333,2018
Spencer Dinwiddie,BKN,2306.025,2018
Stanley Johnson,DET,1893.525,2018
Stephen Curry,GSW,1630.7966666666666,2018
Sterling Brown,MIL,776.4466666666667,2018
Steven Adams,OKC,2486.8516666666665,2018
T.J. Leaf,IND,459.24333333333334,2018
T.J. McConnell,PHI,1706.6133333333332,2018
T.J. Warren,PHX,2141.766666666667,2018
Taj Gibson,MIN,2726.37,2018
Tarik Black,HOU,536.5,2018
Taurean Prince,ATL,2464.02,2018
Terrance Ferguson,OKC,763.0966666666667,2018
Terrence Ross,ORL,600.3833333333333,2018
Terry Rozier,BOS,2068.14,2018
Thabo Sefolosha,UTA,805.565,2018
Thaddeus Young,IND,2607.0316666666668,2018
Thomas Bryant,LAL,72.285,2018
Thon Maker,MIL,1237.885,2018
Tim Frazier,WAS,837.9083333333333,2018
Tim Hardaway Jr.,NYK,1884.955,2018
Tim Quarterman,HOU,12.75,2018
Timofey Mozgov,BKN,359.48333333333335,2018
Timothe Luwawu-Cabarrot,PHI,806.565,2018
Tobias Harris,LAC,2667.983333333333,2018
Tomas Satoransky,WAS,1642.6533333333334,2018
Tony Allen,NOP,272.54833333333335,2018
Tony Bradley,UTA,29.1,2018
Tony Parker,SAS,1070.8716666666667,2018
Tony Snell,MIL,2053.2883333333334,2018
Torrey Craig,DEN,628.8816666666667,2018
Travis Wear,LAL,227.79666666666665,2018
Treveon Graham,CHA,1049.5383333333334,2018
Trevor Ariza,HOU,2269.201666666667,2018
Trevor Booker,IND,1158.09,2018
Trey Burke,NYK,784.655,2018
Trey Lyles,DEN,1390.6816666666666,2018
Trey McKinney-Jones,IND,1.2333333333333334,2018
Tristan Thompson,CLE,1072.245,2018
Troy Daniels,PHX,1622.33,2018
Troy Williams,NYK,307.2033333333333,2018
Tyler Cavanaugh,ATL,518.48,2018
Tyler Dorsey,ATL,974.21,2018
Tyler Ennis,LAL,683.3766666666667,2018
Tyler Johnson,MIA,2052.241666666667,2018
Tyler Lydon,DEN,2.1666666666666665,2018
Tyler Ulis,PHX,1658.4616666666666,2018
Tyler Zeller,MIL,1108.16,2018
Tyreke Evans,MEM,1607.1616666666666,2018
Tyrone Wallace,LAC,851.185,2018
Tyson Chandler,PHX,1150.6933333333334,2018
Tyus Jones,MIN,1466.81,2018
Udonis Haslem,MIA,71.66333333333333,2018
Vander Blue,LAL,44.916666666666664,2018
Victor Oladipo,IND,2552.0383333333334,2018
Vince Carter,SAC,1025.99,2018
Vincent Hunter,MEM,7.406666666666666,2018
Wade Baldwin IV,POR,80.48166666666667,2018
Walt Lemon Jr.,NOP,35.10166666666667,2018
Wayne Ellington,MIA,2041.2033333333334,2018
Wayne Selden,MEM,691.33,2018
Wes Iwundu,ORL,1020.305,2018
Wesley Johnson,LAC,1486.4116666666666,2018
Wesley Matthews,DAL,2131.4333333333334,2018
Will Barton,DEN,2682.9016666666666,2018
Willie Cauley-Stein,SAC,2043.8233333333333,2018
Willie Reed,DET,427.855,2018
Willy Hernangomez,CHA,494.325,2018
Wilson Chandler,DEN,2346.2533333333336,2018
Xavier Munford,MIL,20.753333333333334,2018
Xavier Rathan-Mayes,MEM,117.79,2018
Xavier Silas,BOS,7.498333333333333,2018
Yogi Ferrell,DAL,2281.485,2018
Zach Collins,POR,1045.45,2018
Zach LaVine,CHI,656.2866666666666,2018
Zach Randolph,SAC,1507.6116666666667,2018
Zaza Pachulia,GSW,971.7466666666667,2018
Zhou Qi,HOU,123.96666666666667,2018
Aaron Gordon,ORL,2632.5333333333333,2019
Aaron Holiday,IND,645.83,2019
Abdel Nader,OKC,693.6566666666666,2019
Al Horford,BOS,1972.6833333333334,2019
Al-Farouq Aminu,POR,2291.6983333333333,2019
Alan Williams,BKN,25.533333333333335,2019
Alec Burks,SAC,1374.9466666666667,2019
Alex Abrines,OKC,588.2733333333333,2019
Alex Caruso,LAL,531.1266666666667,2019
Alex Len,ATL,1544.075,2019
Alex Poythress,ATL,304.9,2019
Alfonzo McKinnie,GSW,1003.3583333333333,2019
Alize Johnson,IND,64.43333333333334,2019
Allen Crabbe,BKN,1133.0883333333334,2019
Allonzo Trier,NYK,1458.5633333333333,2019
Amile Jefferson,ORL,68.25,2019
Amir Johnson,PHI,529.1716666666666,2019
Andre Drummond,DET,2646.89,2019
Andre Iguodala,GSW,1577.88,2019
Andre Ingram,LAL,14.626666666666667,2019
Andrew Bogut,GSW,134.36333333333334,2019
Andrew Harrison,NOP,185.785,2019
Andrew Wiggins,MIN,2542.713333333333,2019
Anfernee Simons,POR,140.50833333333333,2019
Angel Delgado,LAC,14.766666666666667,2019
Ante Zizic,CLE,1081.9683333333332,2019
Anthony Davis,NOP,1849.8833333333334,2019
Anthony Tolliver,MIN,1079.3416666666667,2019
Antonio Blakeney,CHI,829.0366666666666,2019
Aron Baynes,BOS,820.795,2019
Austin Rivers,HOU,2027.7266666666667,2019
Avery Bradley,MEM,1905.4483333333333,2019
BJ Johnson,SAC,49.35,2019
Bam Adebayo,MIA,1912.6,2019
Ben McLemore,SAC,157.62333333333333,2019
Ben Simmons,PHI,2700.2633333333333,2019
Billy Garrett,NYK,63.43333333333333,2019
Bismack Biyombo,CHA,782.4416666666667,2019
Blake Griffin,DET,2622.3333333333335,2019
Boban Marjanovic,PHI,680.6583333333333,2019
Bobby Portis,WAS,1298.1766666666667,2019
Bogdan Bogdanović,SAC,1947.17,2019
Bojan Bogdanovic,IND,2573.0583333333334,2019
Bonzie Colson,MIL,98.47666666666667,2019
Brad Wanamaker,BOS,342.60833333333335,2019
Bradley Beal,WAS,3027.6516666666666,2019
Brandon Goodwin,DEN,57.053333333333335,2019
Brandon Ingram,LAL,1760.4933333333333,2019
Brandon Knight,CLE,736.545,2019
Brandon Sampson,CHI,214.305,2019
Brook Lopez,MIL,2321.595,2019
Bruce Brown,DET,1449.3166666666666,2019
Bruno Caboclo,MEM,799.7016666666667,2019
Bryn Forbes,SAS,2292.6,2019
Buddy Hield,SAC,2614.858333333333,2019
C.J. Williams,MIN,128.16666666666666,2019
CJ McCollum,POR,2375.2566666666667,2019
CJ Miles,MEM,856.595,2019
Caleb Swanigan,SAC,178.03333333333333,2019
Cam Reynolds,MIN,259.4483333333333,2019
Cameron Payne,CLE,712.225,2019
Caris LeVert,BKN,1062.8866666666668,2019
Carmelo Anthony,HOU,294.14166666666665,2019
Cedi Osman,CLE,2443.911666666667,2019
Chandler Hutchison,CHI,894.615,2019
Chandler Parsons,MEM,495.77,2019
Channing Frye,CLE,340.995,2019
Chasson Randle,WAS,742.91,2019
Cheick Diallo,NOP,895.645,2019
Chimezie Metu,SAS,145.44,2019
Chris Boucher,TOR,163.16166666666666,2019
Chris Chiozza,HOU,32.53333333333333,2019
Chris Paul,HOU,1856.775,2019
Christian Wood,NOP,250.305,2019
Clint Capela,HOU,2248.7283333333335,2019
Cody Zeller,CHA,1242.9633333333334,2019
Collin Sexton,CLE,2605.0233333333335,2019
Corey Brewer,SAC,491.5683333333333,2019
Cory Joseph,IND,2063.4816666666666,2019
Courtney Lee,DAL,428.23,2019
Cristiano Felicio,CHI,746.3966666666666,2019
D'Angelo Russell,BKN,2447.955,2019
D.J. Augustin,ORL,2268.9616666666666,2019
D.J. Wilson,MIL,882.0383333333333,2019
DJ Stephens,MEM,6.733333333333333,2019
Dairis Bertans,NOP,167.04333333333332,2019
Damian Jones,GSW,409.61833333333334,2019
Damian Lillard,POR,2837.7566666666667,2019
Damion Lee,GSW,375.18833333333333,2019
Damyean Dotson,NYK,2003.805,2019
Daniel Hamilton,ATL,204.17166666666665,2019
Daniel Theis,BOS,907.58,2019
Danilo Gallinari,LAC,2059.2116666666666,2019
Danny Green,TOR,2215.465,2019
Dante Cunningham,SAS,928.46,2019
Danté Exum,UTA,664.0483333333333,2019
Danuel House Jr.,HOU,978.665,2019
Dario Šarić,MIN,2022.4116666666666,2019
Darius Miller,NOP,1757.505,2019
Darren Collison,IND,2143.1783333333333,2019
Daryl Macon,DAL,89.84666666666666,2019
David Nwaba,CLE,984.23,2019
Davis Bertans,SAS,1631.7083333333333,2019
Davon Reed,IND,46.916666666666664,2019
De'Aaron Fox,SAC,2545.8433333333332,2019
De'Anthony Melton,PHX,983.89,2019
DeAndre Jordan,NYK,2047.1833333333334,2019
DeAndre' Bembry,ATL,1931.28,2019
DeMar DeRozan,SAS,2688.1566666666668,2019
DeMarcus Cousins,GSW,770.5783333333334,2019
DeMarre Carroll,BKN,1703.4583333333333,2019
DeVaughn Akoon-Purcell,DEN,21.64666666666667,2019
Deandre Ayton,PHX,2182.6883333333335,2019
Delon Wright,MEM,1698.4366666666667,2019
Demetrius Jackson,PHI,39.45166666666667,2019
Deng Adel,CLE,194.17,2019
Dennis Schröder,OKC,2313.7516666666666,2019
Dennis Smith Jr.,NYK,1508.475,2019
Deonte Burton,OKC,239.88166666666666,2019
Derrick Favors,UTA,1766.4716666666666,2019
Derrick Jones Jr.,MIA,1153.5366666666666,2019
Derrick Rose,MIN,1392.1616666666666,2019
Derrick White,SAS,1727.9733333333334,2019
Devin Booker,PHX,2242.1183333333333,2019
Devin Harris,DAL,1070.59,2019
Devin Robinson,WAS,94.51666666666667,2019
Devonte' Graham,CHA,676.095,2019
Dewayne Dedmon,ATL,1609.2066666666667,2019
Deyonta Davis,ATL,118.435,2019
Dillon Brooks,MEM,329.895,2019
Dion Waiters,MIA,1137.9033333333334,2019
Dirk Nowitzki,DAL,795.14,2019
Domantas Sabonis,IND,1838.4466666666667,2019
Donatas Motiejunas,SAS,12.783333333333333,2019
Donovan Mitchell,UTA,2598.2716666666665,2019
Donte DiVincenzo,MIL,411.2866666666667,2019
Donte Grantham,OKC,2.4316666666666666,2019
Dorian Finney-Smith,DAL,1985.2833333333333,2019
Doug McDermott,IND,1339.665,2019
Dragan Bender,PHX,826.2083333333334,2019
Draymond Green,GSW,2064.693333333333,2019
Drew Eubanks,SAS,113.41,2019
Duncan Robinson,MIA,160.93666666666667,2019
Dusty Hannahs,MEM,25.916666666666668,2019
Dwayne Bacon,CHA,758.6683333333333,2019
Dwight Howard,WAS,229.53666666666666,2019
Dwight Powell,DAL,1662.535,2019
Dwyane Wade,MIA,1885.2266666666667,2019
Dzanan Musa,BKN,39.288333333333334,2019
E'Twaun Moore,NOP,1463.0133333333333,2019
Ed Davis,BKN,1446.0116666666668,2019
Edmond Sumner,IND,209.83833333333334,2019
Ekpe Udoh,UTA,320.01166666666666,2019
Elfrid Payton,NOP,1249.7733333333333,2019
Elie Okobo,PHX,958.19,2019
Emanuel Terry,MIA,22.731666666666666,2019
Emmanuel Mudiay,NYK,1607.0616666666667,2019
Enes Freedom,POR,1639.3783333333333,2019
Eric Bledsoe,MIL,2271.705,2019
Eric Gordon,HOU,2158.01,2019
Eric Moreland,TOR,43.20666666666666,2019
Ersan Ilyasova,MIL,1231.3133333333333,2019
Evan Fournier,ORL,2553.2816666666668,2019
Evan Turner,POR,1605.7133333333334,2019
Frank Jackson,NOP,1168.8633333333332,2019
Frank Kaminsky,CHA,754.69,2019
Frank Mason III,SAC,435.47833333333335,2019
Frank Ntilikina,NYK,903.6033333333334,2019
Fred VanVleet,TOR,1760.2533333333333,2019
Furkan Korkmaz,PHI,679.2316666666667,2019
Garrett Temple,LAC,2040.5916666666667,2019
Gary Clark,HOU,640.6066666666667,2019
Gary Harris,DEN,1639.2433333333333,2019
Gary Payton II,WAS,15.916666666666666,2019
Gary Trent Jr.,POR,110.55,2019
George Hill,MIL,1302.305,2019
George King,PHX,5.9,2019
Georges Niang,UTA,516.3483333333334,2019
Gerald Green,HOU,1472.9816666666666,2019
Giannis Antetokounmpo,MIL,2358.221666666667,2019
Glenn Robinson III,DET,610.1116666666667,2019
Goran Dragic,MIA,990.5166666666667,2019
Gordon Hayward,BOS,1863.3383333333334,2019
Gorgui Dieng,MIN,1031.2216666666666,2019
Grayson Allen,UTA,416.29333333333335,2019
Greg Monroe,PHI,479.9166666666667,2019
Guerschon Yabusele,BOS,250.80333333333334,2019
Hamidou Diallo,OKC,526.28,2019
Harrison Barnes,SAC,2532.5933333333332,2019
Harry Giles III,SAC,819.99,2019
Hassan Whiteside,MIA,1674.2266666666667,2019
Haywood Highsmith,PHI,39.78333333333333,2019
Henry Ellenson,NYK,259.1066666666667,2019
Ian Clark,NOP,972.5783333333334,2019
Ian Mahinmi,WAS,497.76666666666665,2019
Ike Anigbogu,IND,6.15,2019
Iman Shumpert,HOU,1480.8,2019
Isaac Bonga,LAL,120.025,2019
Isaac Humphries,ATL,56.43333333333333,2019
Isaiah Briscoe,ORL,559.23,2019
Isaiah Canaan,MIL,627.9233333333333,2019
Isaiah Hartenstein,HOU,221.26,2019
Isaiah Hicks,NYK,32.333333333333336,2019
Isaiah Thomas,DEN,180.78,2019
Ish Smith,DET,1250.99,2019
Ivan Rabb,MEM,720.6816666666666,2019
Ivica Zubac,LAC,1039.2,2019
J.J. Barea,DAL,751.8083333333333,2019
J.P. Macura,CHA,16.833333333333332,2019
JJ Redick,PHI,2379.116666666667,2019
JR Smith,CLE,222.335,2019
JaKarr Sampson,CHI,127.26666666666667,2019
JaMychal Green,LAC,1370.5833333333333,2019
JaVale McGee,LAL,1670.6933333333334,2019
Jabari Parker,WAS,1724.2716666666668,2019
Jacob Evans,GSW,203.59666666666666,2019
Jae Crowder,UTA,2165.7316666666666,2019
Jahlil Okafor,NOP,934.8483333333334,2019
Jake Layman,POR,1326.9366666666667,2019
Jakob Poeltl,SAS,1272.655,2019
Jalen Brunson,DAL,1591.2583333333334,2019
Jalen Jones,CLE,214.12333333333333,2019
Jamal Crawford,PHX,1210.9116666666666,2019
Jamal Murray,DEN,2447.3116666666665,2019
James Ennis III,PHI,1229.6383333333333,2019
James Harden,HOU,2866.725,2019
James Johnson,MIA,1163.8383333333334,2019
James Nunnally,HOU,101.49333333333334,2019
Jared Dudley,BKN,1219.6483333333333,2019
Jared Terrell,MIN,110.92166666666667,2019
Jarell Martin,ORL,327.88,2019
Jaren Jackson Jr.,MEM,1514.6883333333333,2019
Jaron Blossomgame,CLE,439.16,2019
Jarred Vanderbilt,DEN,69.18666666666667,2019
Jarrett Allen,BKN,2095.97,2019
Jason Smith,NOP,190.51666666666668,2019
Jawun Evans,OKC,64.34833333333333,2019
Jaylen Adams,ATL,427.5883333333333,2019
Jaylen Brown,BOS,1913.3516666666667,2019
Jaylen Morris,MIL,28.513333333333332,2019
Jayson Tatum,BOS,2454.6966666666667,2019
Jeff Green,WAS,2096.6883333333335,2019
Jeff Teague,MIN,1264.035,2019
Jemerrio Jones,LAL,143.11666666666667,2019
Jerami Grant,OKC,2612.26,2019
Jeremy Lamb,CHA,2250.09,2019
Jeremy Lin,TOR,1436.3133333333333,2019
Jerian Grant,ORL,938.7733333333333,2019
Jerome Robinson,LAC,320.52,2019
Jerryd Bayless,MIN,656.9966666666667,2019
Jevon Carter,MEM,576.5016666666667,2019
Jimmer Fredette,PHX,64.76666666666667,2019
Jimmy Butler III,PHI,2184.9766666666665,2019
Joakim Noah,MEM,692.485,2019
Jodie Meeks,TOR,104.04,2019
Joe Chealey,CHA,7.75,2019
Joe Harris,BKN,2293.5216666666665,2019
Joe Ingles,UTA,2567.5666666666666,2019
Joel Embiid,PHI,2154.305,2019
John Collins,ATL,1828.4016666666666,2019
John Henson,CLE,188.40833333333333,2019
John Holland,CLE,0.7366666666666667,2019
John Jenkins,NYK,333.105,2019
John Wall,WAS,1103.78,2019
Johnathan Motley,LAC,156.01833333333335,2019
Johnathan Williams,LAL,371.7033333333333,2019
Jon Leuer,DET,402.36833333333334,2019
Jonah Bolden,PHI,638.6716666666666,2019
Jonas Jerebko,GSW,1217.9633333333334,2019
Jonas Valančiūnas,MEM,1091.1733333333334,2019
Jonathan Isaac,ORL,1996.1833333333334,2019
Jonathon Simmons,PHI,1064.265,2019
Jordan Bell,GSW,788.29,2019
Jordan Clarkson,CLE,2214.48,2019
Jordan Loyd,TOR,54.833333333333336,2019
Jordan McRae,WAS,332.8433333333333,2019
Jordan Sibert,ATL,4.233333333333333,2019
Jose Calderon,DET,631.9633333333334,2019
Josh Hart,LAL,1714.815,2019
Josh Jackson,PHX,1988.1266666666668,2019
Josh Okogie,MIN,1757.17,2019
Josh Richardson,MIA,2539.43,2019
Jrue Holiday,NOP,2401.9283333333333,2019
Juancho Hernangomez,DEN,1358.1566666666668,2019
Julian Washburn,MEM,253.88666666666666,2019
Julius Randle,NOP,2231.635,2019
Justin Anderson,ATL,463.505,2019
Justin Holiday,MEM,2606.6116666666667,2019
Justin Jackson,DAL,1613.25,2019
Justin Patton,PHI,20.6,2019
Justise Winslow,MIA,1959.505,2019
Jusuf Nurkić,POR,1973.5533333333333,2019
Kadeem Allen,NYK,415.54833333333335,2019
Kalin Lucas,DET,5.583333333333333,2019
Karl-Anthony Towns,MIN,2544.66,2019
Kawhi Leonard,TOR,2040.1833333333334,2019
Keita Bates-Diop,MIN,503.37666666666667,2019
Kelly Olynyk,MIA,1812.2533333333333,2019
Kelly Oubre Jr.,PHX,1934.7933333333333,2019
Kemba Walker,CHA,2862.605,2019
Kenneth Faried,HOU,728.1766666666666,2019
Kenrich Williams,NOP,1079.22,2019
Kent Bazemore,ATL,1643.4133333333334,2019
Kentavious Caldwell-Pope,LAL,2035.135,2019
Kevin Durant,GSW,2701.5316666666668,2019
Kevin Huerter,ATL,2048.53,2019
Kevin Knox II,NYK,2157.8933333333334,2019
Kevin Love,CLE,597.9116666666666,2019
Kevon Looney,GSW,1481.3233333333333,2019
Khem Birch,ORL,642.8616666666667,2019
Khris Middleton,MIL,2393.338333333333,2019
Khyri Thomas,DET,195.46833333333333,2019
Klay Thompson,GSW,2652.3333333333335,2019
Kobi Simmons,CLE,1.8,2019
Kosta Koufos,SAC,501.56166666666667,2019
Kostas Antetokounmpo,DAL,10.566666666666666,2019
Kris Dunn,CHI,1389.3533333333332,2019
Kyle Anderson,MEM,1281.5266666666666,2019
Kyle Korver,UTA,1333.89,2019
Kyle Kuzma,LAL,2313.5816666666665,2019
Kyle Lowry,TOR,2213.2933333333335,2019
Kyle O'Quinn,IND,370.71666666666664,2019
Kyrie Irving,BOS,2213.846666666667,2019
LaMarcus Aldridge,SAS,2686.65,2019
Lance Stephenson,LAL,1122.7683333333334,2019
Lance Thomas,NYK,783.36,2019
Landry Shamet,LAC,1801.8933333333334,2019
Langston Galloway,DET,1745.1716666666666,2019
Larry Nance Jr.,CLE,1795.4433333333334,2019
Lauri Markkanen,CHI,1682.1283333333333,2019
LeBron James,LAL,1937.4016666666666,2019
Lonnie Walker IV,SAS,117.79833333333333,2019
Lonzo Ball,LAL,1422.5383333333334,2019
Lorenzo Brown,TOR,212.19166666666666,2019
Lou Williams,LAC,1992.5883333333334,2019
Luc Mbah a Moute,LAC,61.0,2019
Luka Dončić,DAL,2317.74,2019
Luke Kennard,DET,1436.63,2019
Luke Kornet,NYK,784.0033333333333,2019
Luol Deng,MIN,392.225,2019
Malachi Richardson,TOR,103.42333333333333,2019
Malcolm Brogdon,MIL,1831.5916666666667,2019
Malcolm Miller,TOR,67.1,2019
Malik Beasley,DEN,1878.7233333333334,2019
Malik Monk,CHA,1258.095,2019
MarShon Brooks,MEM,386.75333333333333,2019
Marc Gasol,TOR,2435.985,2019
Marcin Gortat,LAC,750.4816666666667,2019
Marco Belinelli,SAS,1815.3566666666666,2019
Marcus Derrickson,GSW,67.32166666666667,2019
Marcus Morris Sr.,BOS,2090.5066666666667,2019
Marcus Smart,BOS,2199.7833333333333,2019
Mario Hezonja,NYK,1206.27,2019
Markelle Fultz,ORL,426.85,2019
Markieff Morris,OKC,1270.5266666666666,2019
Marquese Chriss,CLE,498.8016666666667,2019
Marvin Bagley III,SAC,1567.495,2019
Marvin Williams,CHA,2133.2633333333333,2019
Mason Plumlee,DEN,1730.92,2019
Matthew Dellavedova,CLE,812.1933333333334,2019
Maurice Harkless,POR,1415.13,2019
Maxi Kleber,DAL,1502.1616666666666,2019
Melvin Frazier Jr.,ORL,44.43333333333333,2019
Meyers Leonard,POR,877.6783333333333,2019
Michael Beasley,LAL,277.48333333333335,2019
Michael Carter-Williams,ORL,371.81666666666666,2019
Michael Kidd-Gilchrist,CHA,1179.1633333333334,2019
Mikal Bridges,PHX,2417.115,2019
Mike Conley,MEM,2341.8,2019
Mike Muscala,LAL,1305.8816666666667,2019
Mike Scott,PHI,1395.7816666666668,2019
Miles Bridges,CHA,1696.3333333333333,2019
Miles Plumlee,ATL,172.92166666666665,2019
Milos Teodosic,LAC,150.00333333333333,2019
Mitchell Creek,MIN,47.15,2019
Mitchell Robinson,NYK,1359.5083333333334,2019
Mo Bamba,ORL,766.1933333333334,2019
Montrezl Harrell,LAC,2158.1483333333335,2019
Monté Morris,DEN,1970.2083333333333,2019
Moritz Wagner,LAL,446.18,2019
Myles Turner,IND,2118.8166666666666,2019
Naz Mitrou-Long,UTA,83.915,2019
Nemanja Bjelica,SAC,1787.91,2019
Nene,HOU,545.7833333333333,2019
Nerlens Noel,OKC,1055.6166666666666,2019
Nick Young,DEN,37.13333333333333,2019
Nicolas Batum,CHA,2354.0183333333334,2019
Nik Stauskas,CLE,1014.7966666666666,2019
Nikola Jokić,DEN,2503.5866666666666,2019
Nikola Mirotic,MIL,1245.195,2019
Nikola Vučević,ORL,2510.1766666666667,2019
Noah Vonleh,NYK,1721.695,2019
Norman Powell,TOR,1126.465,2019
OG Anunoby,TOR,1352.2666666666667,2019
Okaro White,WAS,6.276666666666666,2019
Omari Spellman,ATL,804.5416666666666,2019
Omri Casspi,MEM,520.435,2019
Otto Porter Jr.,CHI,1683.7516666666668,2019
P.J. Tucker,HOU,2802.1266666666666,2019
PJ Dozier,BOS,50.843333333333334,2019
Pascal Siakam,TOR,2547.6133333333332,2019
Pat Connaughton,MIL,1261.1733333333334,2019
Patrick Beverley,LAC,2137.221666666667,2019
Patrick McCaw,TOR,397.295,2019
Patrick Patterson,OKC,860.6716666666666,2019
Patty Mills,SAS,1907.7083333333333,2019
Pau Gasol,MIL,360.545,2019
Paul George,OKC,2841.306666666667,2019
Paul Millsap,DEN,1894.5183333333334,2019
Quincy Acy,PHX,122.93,2019
Quincy Pondexter,SAS,291.87833333333333,2019
Quinn Cook,GSW,1058.9016666666666,2019
RJ Hunter,BOS,25.683333333333334,2019
Rajon Rondo,LAL,1368.565,2019
Raul Neto,UTA,473.5883333333333,2019
Rawle Alkins,CHI,120.35333333333334,2019
Ray Spalding,PHX,147.62666666666667,2019
Raymond Felton,OKC,379.37,2019
Reggie Bullock Jr.,LAL,1878.89,2019
Reggie Jackson,DET,2288.8683333333333,2019
Richaun Holmes,PHX,1183.6883333333333,2019
Ricky Rubio,UTA,1898.95,2019
Robert Covington,MIN,1202.6016666666667,2019
Robert Williams III,BOS,282.84,2019
Robin Lopez,CHI,1605.6816666666666,2019
